content,score,Label
Kalo ada refund lama dan estimasi refund dibayar tidak sesuai...so uninstall traveloka.,1,Negatif
"Sebagai Pengguna awal yang masih kaku menggunakan Applikasi ini termasuk Applikasi yang sangat..sangat..sangat mudah sekali penggunaan nya dan cara pembayarannya pun sangat mudah dan bervariasi,. Kesan sebagai pengguna awal Traveloka sangat membantu sekali👍,. Mulai dari Download Applikasi daftar Akun pilih lokasi penginapan sampai pembayaran hanya memakan waktu 5-10 menit saja,.. Terima kasih Traveloka🙏🙏🙏",5,Positif
"Saya selalu beli tiket kereta di traveloka selama 4 tahun, dan tiba-tiba UI di ubah total, yang tadinya menu tanggal diatas sekarang malah dihilangkan, alhasil saya jadi salah pesan hari, dan uang 300 ribu lenyap begitu saja",1,Negatif
"Aplikasi nga berguna pakzin ,1 kali nga bisa naik harus pakzin 3 kali Suep pun nga bisa ngapain ada klinik di tempat ,ngapain nga di ,batalin otomatis jadi kan enak nga ruet percuma beli tiket buat sholawat aja uang saya pak",1,Negatif
"love with traveloka,, semoga semakin memberikan banyak pilihan merchant untuk resto, gadget dan belanja online...juga tetap memberi kemudahan²...",5,Positif
klo mau booking hotel ataupun travel dr dulu selalu lewat traveloka. menyenangkan dan sangat akurat.,5,Positif
sangat memudahkan bertransaksi dengan paylater. semoga paylater bisa untuk pembayaran semuanya👍,5,Positif
"Saya pelanggan setia traveloka, tapi pembayaran pemesanan tiket terdebet 2 x . Saya komplain ke pihak traveloka minta di cek saja uang masuk ke pihak traveloka.",1,Negatif
Dulu pesan mudah. Beberapa bulan terakhir sy susah pesan tiket maupun hotel... kelihatannya diarahkan menggunakan pembayaran tertentu,1,Negatif
Saya stop pesan tiket taveloka lebih bagus pesan di toko sebelah Lebih murah dan terjamin refaud 100% Saya tidak ilkas betul refaud di tolak karna tidak di kembalikan . Stop pesan di traveloka 😡😡😡,1,Negatif
"Aplikasi nya bagus ,booking apartemen jadi lebih mudah, banyak pilihan dan ga ribet, transaksi pembayaran pun oke ,dapet pelayanan yang baik dan ramah ,thankyou👍",5,Positif
"Dulu sangat terbantu sekali menggunakan aplikasi Traveloka dan paylater, tapi akhir2 ini gara2 pembelian mendekati tanggal berangkat lalu limit saja jadi 0 dan peringkat semakin menurun....sangat mengecewakan 😓😓😓",1,Negatif
"Sangat terpercaya. Sudah lama berlangganan. Pernah boking dan bayar setelah habis time limit, uangnya dikembalikan 100%. Sangat-sangat jujur dan ramah di saat minta bantuan,",5,Positif
"Knp traveloka sangat menyulitkan saat mau ambil atau tf saldo yang ada di akun traveloka. Tolong dipermudah dong,ini sangat menyulitkan 🙏",2,Negatif
Saya dan suami gk pernah kecewa pakai traveloka.. uda mau 7thn berlangganan... traveloka sangat membantu sekali.. slam dari saya dan suami dari medan...🥰,5,Positif
mudah praktis gunakan dan menu lengkap,5,Positif
"hotellnya bagus , kamar bersih & nyaman, staff nya ramah2 & menu sarapannya banyak variannya & enakkk. Recomended bangett.. 👍👍Next klu ke YG pengen ke sini lg.",5,Positif
terima kasih Traveloka. memudahkan segala perjalanan dan akomodasi kami sekeluarga,5,Positif
Paylater saya diturunkan karena lewat limit 50 persen. Pdahal pembielia tiket masih jauh2 hari dan limit sisa masih 8 jutaan lagi. Lalu Tidak lama 2 minggu kemudian diturunan lagi alasannya belum bayar padahal jatuh tempo masih lama. Sanga mngecewakan,1,Negatif
"Cari hotel gampang, cari travel, bis , kereta , pesawat semua gampang karena ada traveloka..",5,Positif
"Saya pesan via Traveloka, status kamar tersedia. Pas mau check in di tempat malah gak kebagian kamar dan bilang nya kamar penuh.!!",1,Negatif
"Traveloka sangat membantu membeli tiket penerbangan. Bila terjadi pembatalan penerbangan oleh Masakapai, kembalikan biaya tiket full.",4,Positif
"Sy sdh lumayan lama menggunakan Traveloka, akan tetapi pd saat sy coba daftar playletter sangat susah masuk utk mendaftar kan nya. Minta petunjuk dr Traveloka.",5,Positif
"Aplikaisnya minta diupdate tapi pas diupdate tidak bisa didownload, saya mikirnya kalo diuninstall bisa tp nyatanya malah gabisa, tolong solusinya bagaimana kenapa tidak bisa mendowload apk nya.",1,Negatif
"Hati hati beli tiket pesawat di aplikasi ini, saya beli tiket jkt-penang, direschedule secara ngaco sehingga saya bisa ketinggalan pesawat 40 menit di penerbangan lanjutannya. Saya minta refund, tetapi tidak terima full dan dipotong biaya layanan tidak jelas. Pertama dipotong Rp 225.210,- dikomplain, akhirnya dipotong Rp 18.210,-. Saya hanya minta full refund, karena saya sudah kecewa berat, bagaimana kalo saya tidak cek tiket saya, saya bisa ketinggalan pesawat di medan. CS juga tidak responsif",1,Negatif
"Gak lagi deh pesen hotel via traveloka, udah sampai hotel untuk melakukan pembayaran dan check in, tetapi pihak hotel memberitahu kalau room sudah penuh dan overbooking dari aplikasi. Pihak hotel pun nggak mau bertanggung jawab.",1,Negatif
"Terima kasih Traveloka atas aplikasi dan pelayanan call center yang baik. Kesalahan pemesanan yang dibuat pengguna aplikasi ditangani oleh call center dan dikembalikan hanya dalam 1 hari, recomended dan terpercaya🙏🙏🙏",5,Positif
"sangat membantu dan memudahkan pemesanan sesuai fitur, promo dan discountnya..sdh ok",5,Positif
Saya kecewa sama Traveloka padahal boleh di cek tiap perjalanan saya pakai Traveloka tapi sekarang harga mahal sudah ngak banyak promo enak pakai reddor lebih murah dan higienis,1,Negatif
Aplikasi aneh ktp jelas wajah jelas tapi masih tidak bisa di acc dengan alasan wajah beda. Asli. Aneh.,1,Negatif
"Sangat kecewa dgn syarat penerbangan nya, dmn point pertama di katakan bahwa traveler lokal di atas 18thn tidak boleh melakukan penerbangan apabila cuma dpt vaksin dosis ke 2. Sedangkan point ke dua dikatakan, bahwa WNA di atas umur 18thn boleh melakukan penerbangan dgn hanya vaksin dosis ke 2. Kan bangsatttt. Goblokkk. 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️",1,Negatif
"bagus dan sangat membantu melancarkan pemesanan kamar hotel, terimakasih.",5,Positif
"Intensitas transaksi trs meningkat, logikanya score terus naik, tp ga jg dibuka blokirnya.",5,Positif
"sangat senang pakai aplikasi traveloka, benar2 sangat membantu.. terima kasih banyak sekali lagi traveloka ❤❤",5,Positif
"Loging terlalu lama karena jaringan atau hapenya kurang baik, mencoba pembelian tiket buruan sangat mempengaruhi loging lambat makasi.",2,Negatif
Saya sudah beli tiket dan sudah mentransfer tiba2 tiket saya dibatalkan dan disuruh refund...dan waktu nunggu refund duit saya kembali nunggu 3sampai 5 hari.... Aplikasi apa ini...,1,Negatif
"Bisa ya pembatalan sepihak tanpa informasi terlebih dahulu padahal di aplikasi status saya masih melakukan booking hotel? Bisa ya dengan mudah membiarkan pelanggan beserta keluarganya jadi gelandangan ngga jelas gara-gara menunggu solusi yang katanya sedang dieskalasi tapi lebih dari 3,5 jam tidak ada hasil? Bisa ya customer service tidak punya empati hanya berbicara menggunakan script sehingga terlontar ucapan ""terima kasih"" dan bukannya ""maaf"" karena belum bisa kasih solusi? Hebat Traveloka",1,Negatif
terkadang harga tertera tak sesuai jika diklik harga pertama yang muncul lebih mahal.itu saja sih.yg hrs di perhatikan,4,Positif
"Limit paylatter tersedia, tp gbs digunakan. Bagaimana ya? sampai skrng sudah kurng lebih 1 th. Saya kira akan kembali normal stlh beberapa saat, pdhl awal mula dulu enak",1,Negatif
fitur notifikasi ketersediaan tiket dan tampilan tiket terbaik di setiap tgl sangat membantu!!!,5,Positif
Aplikasi gila Abis di uninstal karna gak bisa ubah bahasa Malah gak bisa lagi d instal ulang. Update gak jelas . Bukan makin bagus malah makin parah,1,Negatif
Maaf saya ksh bintang 3 karena harga asli hotelnya lebih murah daripada harus pesan dsini.,3,Netral
"Saya kecewa saya daftar playlatter katanya data saya tidak sesuai Tidak sesuai gimana padahal sudah benar"" datanya apakah apk ini cuma memanfattkan data saya aja tolong hapus data saya saya tidak jadi mengajukan.",1,Negatif
"Awalnya saya suka dengan aplikasi ini,,tp semakin lama semakin banyak perubahan yg tidak menentu seperti rating turun,limit berubah, dan banyak lainnya, hanya bisa kasih bintang 1 saja terimakasih🙏",1,Negatif
Pay later sdh aktif tiba-tiba di stop layanannya?? Tanpa ada penjelasan!!,1,Negatif
"aplikasi gak jelas udah melakukan pembayaran tapi gak kluar dan gak ada pesanan pas sampe hotel. bukti udah di kirim malah pesanan batal, mana gak bisa refund lagi. gatau udah berapa kali kayak gini",1,Negatif
"nyesel bgt donglot apk ini , pas mau isi data alamat gabisa di klik lanjut . gajelass . unistall",1,Negatif
"Ga usah minta2 rating lu traveloka, buat ngaktifin payLATER aja butuh waktu seabad! Alay lu! Lu pikir gw ga bisa bayar!? Mau pake transaksi fitur UANGKU juga ga bisa, gw pikir dengan UANGKU bisa ngeganti transaksi paylater karena nunggu verifikasinya lama banget! dasar aneh! Ga lama tar semua pelanggan lu lari karena muak",2,Negatif
Mau kapan dan d manapun pakai traveloka mudah dan cepat,5,Positif
"Trav, saya mengajukan Paylater beberapa kali, saat mengisi no hp dan alamat email nggak boleh sama dg yg dulu.. masak harus pakai punya org lain.. tp promo masuk terus.. aneh",2,Negatif
mantap perjalanan JD lebih mudah tanpa ribet terima kasih Traveloka terus kan dan tingkat kan pelayanan agar tetap sukses..,5,Positif
"Woy admin traveloka!!! Lama-lama kalian emang rese yaa, ganggu banget!!! Pesanan hotel sudah saya refund, Paylater juga sudah kembali sesuai saldo awal. Tapi saya terus-terusan di telfon dari traveloka untuk segera membayar Paylater. Kalian waras?",1,Negatif
Mau bayar paylater tapi tidak bisa terus karena aplikasi tidak dapat di download padahal aplikasi lain bisa dan jaringan internet stabil😠,1,Negatif
"trimakasih travelola. mudah sekali untuk reschedule. seharian ini harus 2x reschedule. tapi semua aman, lancar dan sangat mudah",5,Positif
"Good Job Traveloka, Tingkatkan pelayanan Promo dan menjadi kepercayaan kami 😃",5,Positif
"maaf saya rating 1,awal suami saya dpt limit hingga 12jt dan lancar2 saja tdak ada kendala,saat pandemi suami pesan tiket pesawat untuk saya dan penerbangan dibatalkan sepihak oleh maskapai & dana di kembalikan ke traveloka tetapi pihak traveloka lama mengembalikan ke limit,sudah di hubungi berkali2 tetapi jawaban mereka masih belum di kembalikan pihak maskapai padahal maskapai sudah konfirmasi dana sudah dikembalikan ke traveloka,limit belum balik dan terpakai tapi sudah harus bayar",1,Negatif
"Saya masih trauma dgn memesan hotel di traveloka, sesudah kejadian terlantar di Buriram, Thailand, sampai saya istirahat di stasiun KA. Krn hotel sudah pd penuh dan pesanan hotel saya di isi oleh orang lain, dibatalkan sepihak ketika saya chek in. Sampai saat ini saya masih ragu untuk memesan hotel si traveloka. Kedepannya apakah ada tanggung jawab dr traveloka dgn mengganti akomodasi atau mengembalikan uang dgn denda tiga kali lipan misalnya.",1,Negatif
Aplikasi yg sangat membantu utk booking tiket. Khusus kereta kalo bisa sih bisa refund via aplikasi juga.,5,Positif
"praktis, cepat, bnyk pilihan hotelnya",5,Positif
beberapa waktu yg lalu sy memesan kmr hotel di oyo near T1 juanda tp begitu check in sy di tolak oleh pihak hotel dgn alasan mrk sdh memutuskan hubungan dgn OYO dan wkt sy menghubungi traveloka malah di arahin ke cs virtual yg bertele tele dan gak ada guna sementara sy sdh memerlukan kmr untuk istirahat akhirnya dr pd terlalu lama ribet sy beli lg melalui aplikasi lain pelayanan traveloka saat ini benar2 mengecewakan,1,Negatif
"Beli tiket untuk 5 org aja ribet banget, saldo jg bisa , masih aja ribet , ada tulisan permintaan Anda belum bisa diproses, Apanya ribet banget",2,Negatif
"Traveloka kenapa sih ,saya masih punya limit di virtual number tapi pas mw pakai tidak bisa, selalu terkendala keamanan harap ditunggu 24jam , padahal sy bayar lebih awal yg harusnya jatuh tempo tanggal 12 sy bayar tgl 8 ,ini sampai skrg tetep tdk bisa digunakan , sudah chat ke cs jawaban kurang memuaskan ..",4,Positif
"mudah , praktis , dan gak ribet, gak ada penagihan yg neror' untuk pemakaian paylater , great job Traveloka 👍👍👍👍👍",5,Positif
"Kenapa sekarang Extra point nya tidak bisa digunakan semua dibatasi, padahal suka banget main game di traveloka buat ngumpulin point, kalo tidak bisa ditukarkan ya jadi males.",1,Negatif
"Udh booking tiket lanjut pembayaran dari jam 5 sore, tapi notif pembayaran masih proses ditunggu 3 jam lebih malah pesanan di cancel harus ajuin refund. Tapi refund nunggu 3 hari kerja. Jujur aplikasinya kok makin nggk wort it ya, ini saya sampai kehabisan tiket karna nunggu status tersebut. Lain kali kalo emg gagal jangan sampai nunggu lama dong, perbaiki lagi sistemnya",1,Negatif
"Aplikasi sering error , parah sih padahal iklan dimana"" Tapi aplikasi tdk diperhatikan. Saran sy buat jadwal maintenance buat periksa app perbulan atau gmn gitu kek",2,Negatif
"Lama kelamaan in traveloka sdh tdk jelas sy pesan tiket malah pesanan tertunda padahl sdh bayar, dngn alasan kesalahan teknis sejak minta pembayaran smua baik baik saja.",1,Negatif
"parah..login aja susah..akun lama disuruh bikin akun baru, akun baru udah jadi, disuruh reset password..tiap kali mau login ga login2 disuruh reset password..luar biasa app parah kaya gini",1,Negatif
"Kapok sekali instal ini aplikasi traveloka!!! mending ganti aplikasi lain dah, app penipu, gw bakal share ke orang sih feedback yg buruk pastinya ke aplikasi ini.. Reschedule kena pot biaya admin 50%, di info katanya sebelum pesen pembatalan gratis, tapi saat udah order cancel gak bisa cancel padahal mau cancel h-2, kalopun bisa kena biaya potongan 50%.. Ajgggg",1,Negatif
"Sangat membantu banget mempermudah kita membeli tiket bus, kereta dan hotel mempermudah kita mau staycation, traveloka terbaik.",5,Positif
Payleter q knp gk bisa ya? Pdhl aq dah silver. Dan aq udah lama sekali di traveloka ini. Tapi kenapa payleter q blm bisa2 ya,5,Positif
"Semangat terus traveloka buat promo2 nya saya pemakai setia traveloka, sangat luar biasaaa..!!!!!",5,Positif
"Customer service Traveloka untuk reschedule buruk banget.... Omongannya terus nanti kami informasikan dan kami telepon tapi belum di follow up..... Tolong ya, bintang saya kasih 1 dulu, kalau ada kemajuan saya ubah bintangnya",1,Negatif
Aplikasi yang sangat mudah digunakan. recommended untuk yg mau travel,5,Positif
"Kenapa sekarang sering sekali di iklankan, setiap saya buka hp pasti iklan Traveloka dulu, bahkan lagi ngetik tulisan aja pasti ada iklan",1,Negatif
Pengalaman aplikasi error saat proses pembayaran. Tampil tulisan tiket habis dan tdk bisa dibayar. Setelah beli tiket lain ternyata yg tadi keluar tiketnya. Dikonfirmasi dilempar ke maskapai.,1,Negatif
"Dibohongi sama traveloka dan bus murni jaya, saya pesan tiket tanggal untuk tanggal 10-12-2022, di jadwal tertera bus berangkat jam 15.15, sampai di pool bus sudah berangkat jam 13.00, dan menurut agen sudah lama jadwal bus berangkat jam segitu, akhirnya saya gagal hadir acara keluarga di magelang, saat dikomplain kebanyakan alasan yang menyalahkan saya, sepertinya ini kesengajaan mereka mencari keuntungan...sangat buruk dan kecewa ..hati-hati untuk konsumen ya, sangat tidak recomended",1,Negatif
"Makin cinta sama aplikasi ini, sangat membantu dalam hal apapun, customer service responnya cepat saat ada kendala, kuran dari 1 jam masalah selesai. Kereenn",5,Positif
"Saya Tidak Begitu puas Dengan CS chat nya Traveloka.. Saya Beli tiket Di App traveloka tertera Garuda Indonesia GA8942 (dioperasikan Malaysia airline) karena Lihat itu Garuda INd saya Baru Beli tiket..ternyata Naiknya MH815 Malaysia Airline,saya pertanyakan k CS langsung di balas karena kerjasama sama Malaysia airline gt..langsung di list masalah terpecahkan..saran saya jika mau jual tiket lebih transparan..kalau di app tertera MH GK bakal saya beli tiketnya,malah gunakan Garuda Indonesia..",1,Negatif
"Bertahun2 pakai, naik limitnya dikit doang dpt email naik limit gede di aplikasi nga, giliran naik aga lumayan, pas di pakai malah diturunin limitnya, gimana sich, pembayaran nga pernah telat, nanya ke customer, dpt jwb nga memuaskan😔",4,Positif
saya merupakan member platinum priority sangat kecewa dgn pelayanan refund tiket karena pembatalan oleh maskapai dan status saya dari tanggal 4 desember 2022 itu telah di setujui namun sampai dgn skrg belum ada tindak lanjut.. sdh chat pke fitur yg sy dpt kn krna sdh jdi platinum member tapi malah di alihkan ke chat virtual. mana responya lama lagi.. informasi yg saya dapatkan estimasi 90 hari kerja padahal status refund telah di setujui... mohon di perbaiki masalah refund ini. terimakasih,1,Negatif
"Apologize, harus ngasih bintang 3 dulu karena beberapa tiket pesanan diakhir tahun masih tetap gak fair. Terbang sejam bayarnya sejuta astaga kemahalan tapi gak ada pilihan lain.",3,Netral
